number,value,datetime_start,datetime_complete,duration,params_max_sector_weight,params_min_exposure,params_min_sector_weight,params_momentum_lookback,params_risk_reduction_factor,params_rs_lookback,params_smooth_scaling,params_top_n_sectors,params_trend_ma_period,params_use_trend_filter,params_vol_percentile,params_vol_window,params_volatility_window,params_weight_smoothing_alpha,state
42,0.6110546247318398,2026-02-06 03:58:55.811315,2026-02-06 03:58:59.519301,0 days 00:00:03.707986,0.25,0.4,0.03,25,0.4,90,True,4,60,False,0.3,50,52,0.1,COMPLETE
43,0.6740926988868736,2026-02-06 03:58:59.519947,2026-02-06 03:59:00.985203,0 days 00:00:01.465256,0.25,0.4,0.01,25,0.5,100,True,2,60,False,0.25,60,52,0.30000000000000004,COMPLETE
44,0.6488857407451006,2026-02-06 03:59:00.985909,2026-02-06 03:59:02.298026,0 days 00:00:01.312117,0.3,0.4,0.01,25,0.4,100,True,5,60,False,0.25,50,46,0.30000000000000004,COMPLETE
45,0.4253972228849529,2026-02-06 03:59:02.298698,2026-02-06 03:59:04.671787,0 days 00:00:02.373089,0.25,0.4,0.01,20,0.6000000000000001,100,True,3,60,False,0.25,60,52,0.30000000000000004,COMPLETE
46,0.3331267525459813,2026-02-06 03:59:04.672476,2026-02-06 03:59:08.398741,0 days 00:00:03.726265,0.3,0.4,0.01,10,0.5,80,True,3,60,True,0.25,50,46,0.30000000000000004,COMPLETE
47,0.4925552566821092,2026-02-06 03:59:08.399398,2026-02-06 03:59:10.087230,0 days 00:00:01.687832,0.5,0.30000000000000004,0.01,25,0.6000000000000001,100,True,2,50,False,0.25,60,52,0.1,COMPLETE
48,0.35563674783649923,2026-02-06 03:59:10.087885,2026-02-06 03:59:11.478231,0 days 00:00:01.390346,0.25,0.4,0.02,20,0.5,90,True,2,40,False,0.2,70,46,0.2,COMPLETE
49,0.7206005970914907,2026-02-06 03:59:11.478881,2026-02-06 03:59:12.850067,0 days 00:00:01.371186,0.25,0.30000000000000004,0.01,25,0.4,90,True,2,60,False,0.3,30,40,0.30000000000000004,COMPLETE
50,0.4703312499061159,2026-02-06 03:59:12.850720,2026-02-06 03:59:14.480802,0 days 00:00:01.630082,0.35,0.2,0.04,25,0.4,60,False,2,50,True,0.25,30,40,0.4,COMPLETE
51,0.6036901705985144,2026-02-06 03:59:14.481448,2026-02-06 03:59:15.849632,0 days 00:00:01.368184,0.25,0.30000000000000004,0.01,25,0.4,90,True,2,60,False,0.3,40,46,0.30000000000000004,COMPLETE
52,0.708392102560064,2026-02-06 03:59:15.850340,2026-02-06 03:59:17.215091,0 days 00:00:01.364751,0.25,0.1,0.01,25,0.4,100,True,2,60,False,0.3,30,52,0.30000000000000004,COMPLETE
53,0.6091060619151893,2026-02-06 03:59:17.215710,2026-02-06 03:59:18.610159,0 days 00:00:01.394449,0.25,0.1,0.01,30,0.4,100,True,2,60,False,0.3,30,40,0.30000000000000004,COMPLETE
54,0.7603950765443463,2026-02-06 03:59:18.610879,2026-02-06 03:59:20.052024,0 days 00:00:01.441145,0.3,0.2,0.01,25,0.4,100,True,2,60,False,0.25,30,34,0.4,COMPLETE
55,0.4550219874176398,2026-02-06 03:59:20.052672,2026-02-06 03:59:22.236455,0 days 00:00:02.183783,0.4,0.1,0.01,30,0.4,30,True,2,60,False,0.3,30,34,0.4,COMPLETE
56,0.541345794788271,2026-02-06 03:59:22.237103,2026-02-06 03:59:25.805632,0 days 00:00:03.568529,0.3,0.2,0.01,20,0.4,80,True,3,60,False,0.2,30,34,0.4,COMPLETE
57,0.5913219149521391,2026-02-06 03:59:25.806279,2026-02-06 03:59:27.254780,0 days 00:00:01.448501,0.3,0.1,0.01,25,0.4,100,False,2,50,False,0.3,30,28,0.5,COMPLETE
58,0.4140595213007493,2026-02-06 03:59:27.255433,2026-02-06 03:59:28.818609,0 days 00:00:01.563176,0.35,0.2,0.01,30,0.4,60,True,2,20,False,0.25,40,40,0.4,COMPLETE
59,0.7388754399963636,2026-02-06 03:59:28.819268,2026-02-06 03:59:32.455837,0 days 00:00:03.636569,0.3,0.2,0.01,25,0.4,100,True,3,60,False,0.2,30,34,0.4,COMPLETE
60,0.7388754399963636,2026-02-06 03:59:32.456502,2026-02-06 03:59:36.309445,0 days 00:00:03.852943,0.3,0.2,0.01,25,0.4,100,True,3,60,True,0.2,30,34,0.4,COMPLETE
61,0.7388754399963636,2026-02-06 03:59:36.310247,2026-02-06 03:59:39.924730,0 days 00:00:03.614483,0.3,0.2,0.01,25,0.4,100,True,3,60,True,0.2,30,34,0.4,COMPLETE
62,0.7357388516061297,2026-02-06 03:59:39.925700,2026-02-06 03:59:42.272179,0 days 00:00:02.346479,0.35,0.2,0.01,25,0.4,100,True,3,60,True,0.2,30,34,0.4,COMPLETE
63,0.7380230874465573,2026-02-06 03:59:42.272835,2026-02-06 03:59:44.671811,0 days 00:00:02.398976,0.35,0.2,0.05,25,0.4,100,True,3,60,True,0.2,30,28,0.4,COMPLETE
64,0.5416663054049817,2026-02-06 03:59:44.672468,2026-02-06 03:59:46.994676,0 days 00:00:02.322208,0.35,0.2,0.04,20,0.4,100,True,3,60,True,0.2,30,28,0.4,COMPLETE
65,0.5259729175400207,2026-02-06 03:59:46.995322,2026-02-06 03:59:49.395408,0 days 00:00:02.400086,0.35,0.2,0.05,25,0.4,100,False,3,60,True,0.2,40,28,0.4,COMPLETE
66,0.7105659619720596,2026-02-06 03:59:49.396093,2026-02-06 03:59:51.893104,0 days 00:00:02.497011,0.35,0.2,0.03,25,0.4,100,True,3,60,True,0.2,30,22,0.5,COMPLETE
67,0.6064081202541093,2026-02-06 03:59:51.893801,2026-02-06 03:59:54.236013,0 days 00:00:02.342212,0.35,0.2,0.05,25,0.3,100,True,3,30,True,0.2,40,34,0.4,COMPLETE
68,0.6454494965205062,2026-02-06 03:59:54.236669,2026-02-06 03:59:55.747625,0 days 00:00:01.510956,0.4,0.2,0.01,25,0.4,100,True,3,50,True,0.2,40,34,0.4,COMPLETE
69,0.5542951733389344,2026-02-06 03:59:55.748298,2026-02-06 03:59:59.396510,0 days 00:00:03.648212,0.3,0.2,0.02,20,0.4,90,True,3,60,True,0.15000000000000002,30,22,0.4,COMPLETE
70,0.5816120713095972,2026-02-06 03:59:59.397161,2026-02-06 04:00:00.928460,0 days 00:00:01.531299,0.4,0.2,0.01,20,0.3,100,True,3,40,True,0.2,30,34,0.5,COMPLETE
71,0.7388754399963636,2026-02-06 04:00:00.929490,2026-02-06 04:00:04.480050,0 days 00:00:03.550560,0.3,0.2,0.01,25,0.4,100,True,3,60,True,0.2,30,34,0.4,COMPLETE
72,0.7414544732292273,2026-02-06 04:00:04.480704,2026-02-06 04:00:08.169924,0 days 00:00:03.689220,0.3,0.2,0.01,25,0.4,100,True,3,60,True,0.2,30,28,0.4,COMPLETE
73,0.7414544732292273,2026-02-06 04:00:08.170739,2026-02-06 04:00:11.788387,0 days 00:00:03.617648,0.3,0.2,0.01,25,0.4,100,True,3,60,True,0.2,30,28,0.4,COMPLETE
74,0.6141195287755875,2026-02-06 04:00:11.789030,2026-02-06 04:00:15.374274,0 days 00:00:03.585244,0.3,0.2,0.01,25,0.4,90,True,3,60,True,0.2,40,28,0.4,COMPLETE
75,0.5883303791121738,2026-02-06 04:00:15.374925,2026-02-06 04:00:18.921645,0 days 00:00:03.546720,0.3,0.2,0.01,25,0.4,100,True,3,60,True,0.2,40,34,0.5,COMPLETE
76,0.6838869750500247,2026-02-06 04:00:18.922288,2026-02-06 04:00:22.524986,0 days 00:00:03.602698,0.3,0.2,0.01,25,0.4,90,True,3,60,True,0.15000000000000002,30,28,0.4,COMPLETE
77,0.2076837939210782,2026-02-06 04:00:22.525760,2026-02-06 04:00:26.195498,0 days 00:00:03.669738,0.3,0.2,0.01,30,0.3,100,False,3,60,True,0.2,90,22,0.4,COMPLETE
78,0.7824028472375479,2026-02-06 04:00:26.196178,2026-02-06 04:00:27.914431,0 days 00:00:01.718253,0.3,0.2,0.01,25,0.4,50,True,4,50,True,0.2,30,34,0.4,COMPLETE
79,0.41752011838885217,2026-02-06 04:00:27.915071,2026-02-06 04:00:29.869183,0 days 00:00:01.954112,0.3,0.2,0.01,10,0.4,50,True,4,50,True,0.15000000000000002,40,10,0.4,COMPLETE
80,0.47215734635968515,2026-02-06 04:00:29.869816,2026-02-06 04:00:31.645281,0 days 00:00:01.775465,0.3,0.2,0.02,20,0.3,50,True,4,50,True,0.05,30,28,0.5,COMPLETE
81,0.7388754399963636,2026-02-06 04:00:31.645911,2026-02-06 04:00:35.295209,0 days 00:00:03.649298,0.3,0.2,0.01,25,0.4,100,True,3,60,True,0.2,30,34,0.4,COMPLETE
82,0.6964966865825566,2026-02-06 04:00:35.295891,2026-02-06 04:00:38.995397,0 days 00:00:03.699506,0.3,0.2,0.01,25,0.4,40,True,3,60,True,0.2,30,34,0.4,COMPLETE
83,0.6864009008181636,2026-02-06 04:00:38.996056,2026-02-06 04:00:40.707619,0 days 00:00:01.711563,0.3,0.2,0.01,25,0.4,40,True,4,60,True,0.2,30,34,0.4,COMPLETE
84,0.7044478990205643,2026-02-06 04:00:40.708361,2026-02-06 04:00:44.305689,0 days 00:00:03.597328,0.3,0.2,0.01,25,0.4,50,True,3,60,True,0.2,30,28,0.4,COMPLETE
85,0.6433437729889624,2026-02-06 04:00:44.306335,2026-02-06 04:00:47.850832,0 days 00:00:03.544497,0.3,0.2,0.01,25,0.4,60,True,3,60,True,0.15000000000000002,30,34,0.4,COMPLETE
86,0.6420447368729959,2026-02-06 04:00:47.851447,2026-02-06 04:00:49.590005,0 days 00:00:01.738558,0.3,0.2,0.01,25,0.4,20,True,4,50,True,0.2,40,34,0.4,COMPLETE
87,0.5968125750098979,2026-02-06 04:00:49.590620,2026-02-06 04:00:53.196038,0 days 00:00:03.605418,0.3,0.2,0.01,30,0.4,90,True,3,60,True,0.2,30,28,0.4,COMPLETE
88,0.7202886270444988,2026-02-06 04:00:53.196689,2026-02-06 04:00:54.907842,0 days 00:00:01.711153,0.3,0.2,0.01,25,0.4,100,True,4,40,True,0.2,40,40,0.4,COMPLETE
89,0.6686994020911798,2026-02-06 04:00:54.908485,2026-02-06 04:00:58.548635,0 days 00:00:03.640150,0.3,0.2,0.01,25,0.4,30,True,3,60,True,0.15000000000000002,30,22,0.4,COMPLETE
90,0.4346183648502639,2026-02-06 04:00:58.549278,2026-02-06 04:01:02.295620,0 days 00:00:03.746342,0.3,0.2,0.02,20,0.4,90,True,3,60,True,0.1,100,34,0.4,COMPLETE
91,0.7388754399963636,2026-02-06 04:01:02.296370,2026-02-06 04:01:05.880065,0 days 00:00:03.583695,0.3,0.2,0.01,25,0.4,100,True,3,60,True,0.2,30,34,0.4,COMPLETE
92,0.7388754399963636,2026-02-06 04:01:05.880708,2026-02-06 04:01:09.450829,0 days 00:00:03.570121,0.3,0.2,0.01,25,0.4,100,True,3,60,True,0.2,30,34,0.4,COMPLETE
93,0.7388754399963636,2026-02-06 04:01:09.451582,2026-02-06 04:01:13.101679,0 days 00:00:03.650097,0.3,0.2,0.01,25,0.4,100,True,3,60,True,0.2,30,34,0.4,COMPLETE
94,0.7414544732292273,2026-02-06 04:01:13.102351,2026-02-06 04:01:16.699381,0 days 00:00:03.597030,0.3,0.2,0.01,25,0.4,100,True,3,60,True,0.2,30,28,0.4,COMPLETE
95,0.7126037956806043,2026-02-06 04:01:16.700024,2026-02-06 04:01:20.323783,0 days 00:00:03.623759,0.3,0.2,0.01,25,0.4,100,True,3,60,True,0.2,30,28,0.5,COMPLETE
96,0.7493911762235237,2026-02-06 04:01:20.324468,2026-02-06 04:01:23.907867,0 days 00:00:03.583399,0.3,0.2,0.01,25,0.4,90,True,3,60,True,0.2,30,28,0.4,COMPLETE
97,0.5746564772856091,2026-02-06 04:01:23.908517,2026-02-06 04:01:25.726422,0 days 00:00:01.817905,0.3,0.2,0.01,25,0.4,60,False,4,50,True,0.25,40,22,0.4,COMPLETE
98,0.5875094355094046,2026-02-06 04:01:25.727073,2026-02-06 04:01:27.448526,0 days 00:00:01.721453,0.35,0.2,0.01,30,0.4,90,True,2,60,True,0.2,30,28,0.4,COMPLETE
99,0.7359777281045198,2026-02-06 04:01:27.449187,2026-02-06 04:01:31.030114,0 days 00:00:03.580927,0.3,0.2,0.01,25,0.7,70,True,3,60,True,0.2,30,28,0.4,COMPLETE
