Date,Auto,Consumer,Oil & Gas (Energy),FMCG,IT,Media,Metal,Healthcare (Pharma),Realty,Finance,Benchmark
2013-02-12,4611.75,2285.60009765625,8261.4501953125,14997.7998046875,6791.89990234375,1795.0999755859375,2642.550048828125,5957.75,270.0,12405.10546875,5922.5
2013-02-13,4628.0,2263.60009765625,8252.7998046875,14916.0498046875,6884.14990234375,1775.550048828125,2612.64990234375,5948.25,264.6000061035156,12384.9560546875,5932.9501953125
2013-02-14,4567.14990234375,2251.10009765625,8124.39990234375,14977.0498046875,6900.35009765625,1747.75,2612.75,5893.7998046875,262.1499938964844,12311.15625,5896.9501953125
2013-02-15,4585.35009765625,2254.64990234375,8074.0498046875,14978.7998046875,6864.14990234375,1731.550048828125,2603.449951171875,5865.35009765625,262.3999938964844,12336.40625,5887.39990234375
2013-02-18,4586.2001953125,2254.60009765625,8080.89990234375,15036.0,6834.7001953125,1727.699951171875,2610.550048828125,5864.7001953125,267.70001220703125,12347.056640625,5898.2001953125
2013-02-19,4627.89990234375,2267.5,8151.89990234375,15150.900390625,6936.25,1733.800048828125,2614.75,5938.25,273.3500061035156,12413.505859375,5939.7001953125
2013-02-20,4619.64990234375,2261.89990234375,8271.5498046875,15089.150390625,6972.0498046875,1722.5999755859375,2599.10009765625,5924.39990234375,275.20001220703125,12363.556640625,5943.0498046875
2013-02-21,4550.7998046875,2229.800048828125,8156.14990234375,14882.900390625,6939.85009765625,1676.75,2520.699951171875,5907.35009765625,268.1499938964844,12055.3603515625,5852.25
2013-02-22,4526.7998046875,2231.800048828125,8189.5,14665.25,6992.85009765625,1687.550048828125,2508.64990234375,5944.14990234375,272.20001220703125,12068.8095703125,5850.2998046875
2013-02-25,4563.64990234375,2228.89990234375,8128.2998046875,14634.849609375,7095.2001953125,1683.3499755859375,2476.550048828125,5954.5498046875,264.04998779296875,12037.16015625,5854.75
2013-02-26,4436.0498046875,2201.0,7912.7998046875,14545.599609375,7156.75,1657.1500244140625,2410.550048828125,5833.7998046875,258.5,11844.7119140625,5761.35009765625
2013-02-27,4469.5498046875,2222.89990234375,7991.5,14669.849609375,7072.5,1685.0999755859375,2431.800048828125,5813.7998046875,264.75,11930.361328125,5796.89990234375
2013-02-28,4424.7998046875,2194.64990234375,7828.9501953125,14594.25,7106.64990234375,1645.8499755859375,2360.35009765625,5778.2001953125,257.1499938964844,11487.2158203125,5693.0498046875
2013-03-01,4481.60009765625,2224.800048828125,7850.7998046875,14631.4501953125,7117.7001953125,1677.050048828125,2378.75,5807.0,246.8000030517578,11539.916015625,5719.7001953125
2013-03-04,4454.25,2208.10009765625,7838.0,14580.599609375,7101.64990234375,1669.6500244140625,2320.25,5817.89990234375,240.6999969482422,11575.46484375,5698.5
2013-03-05,4531.0498046875,2232.64990234375,7948.4501953125,14703.099609375,7200.2001953125,1679.1500244140625,2376.10009765625,5885.35009765625,248.39999389648438,11791.9130859375,5784.25
2013-03-06,4546.60009765625,2221.85009765625,7995.39990234375,14516.2001953125,7305.89990234375,1676.5999755859375,2413.5,5891.0,260.20001220703125,11876.0625,5818.60009765625
2013-03-07,4578.0,2236.949951171875,8006.4501953125,14645.150390625,7410.25,1695.5,2389.699951171875,5919.2998046875,265.04998779296875,11970.111328125,5863.2998046875
